DATE,OPEN,CLOSE,CHOICES,INDIC1,ACCOUNT,POSITION,MKTVALUE,NETWORTH,FLOW,COMMISSION,HIST_PRICE
2006-11-10,473.78,473.55,short,474.14000000000004,290206.4300000003,-306,-144906.30000000002,145300.13000000027,289953.36,-0,473.78
2006-11-13,474.9,481.03,buy,474.95599999999996,290206.4300000003,-306,-147195.18,143011.2500000003,-0,-0,473.78
2006-11-14,480.7,489.3,buy,478.302,344.33000000030734,297,145322.1,145666.4300000003,-289862.1,-0,480.7
2006-11-15,493.43,491.93,buy,481.688,344.33000000030734,297,146103.21,146447.5400000003,-0,-0,480.7
2006-11-16,495,495.9,buy,486.342,344.33000000030734,297,147282.3,147626.6300000003,-0,-0,480.7
2006-11-17,493.25,498.79,buy,491.39,344.33000000030734,297,148140.63,148484.9600000003,-0,-0,480.7
2006-11-20,498.4,495.05,buy,494.1940000000001,344.33000000030734,297,147029.85,147374.1800000003,-0,-0,480.7
2006-11-21,496.54,509.65,buy,498.26399999999995,344.33000000030734,297,151366.05,151710.3800000003,-0,-0,480.7
2006-11-22,510.97,508.01,buy,501.4799999999999,344.33000000030734,297,150878.97,151223.3000000003,-0,-0,480.7
2006-11-24,504.5,505,buy,503.3,344.33000000030734,297,149985,150329.3300000003,-0,-0,480.7
2006-11-27,501.37,484.75,short,500.492,344.33000000030734,297,143970.75,144315.0800000003,-0,-0,480.7
2006-11-28,481.13,489.5,short,499.38199999999995,286135.5500000003,-297,-145381.5,140754.05000000028,285791.22,-0,481.13
2006-11-29,494.24,484.65,short,494.38199999999995,286135.5500000003,-297,-143941.05,142194.5000000003,-0,-0,481.13
2006-11-30,484.19,484.81,short,489.742,286135.5500000003,-297,-143988.57,142146.98000000027,-0,-0,481.13
2006-12-01,485.98,480.8,short,484.90200000000004,286135.5500000003,-297,-142797.6,143337.95000000027,-0,-0,481.13
2006-12-04,483,484.85,short,484.922,286135.5500000003,-297,-144000.45,142135.10000000027,-0,-0,481.13
2006-12-05,487.4,487,buy,484.422,286135.5500000003,-297,-144639,141496.55000000028,-0,-0,481.13
2006-12-06,486.96,488.71,buy,485.23400000000004,290.0300000002899,290,141725.9,142015.93000000028,-285845.51999999996,-0.00000000005820766091346741,486.96
2006-12-07,490.23,482.64,short,484.8,290.0300000002899,290,139965.6,140255.6300000003,-0,-0,486.96
2006-12-08,481.94,484.11,short,485.462,279815.23000000033,-290,-140391.9,139423.33000000034,279525.2,0.00000000005820766091346741,481.94
2006-12-11,484.92,483.93,short,485.27799999999996,279815.23000000033,-290,-140339.7,139475.53000000032,-0,-0,481.94
2006-12-12,483.85,481.78,short,484.23400000000004,279815.23000000033,-290,-139716.19999999998,140099.03000000035,-0,-0,481.94
2006-12-13,484.69,478.99,short,482.28999999999996,279815.23000000033,-290,-138907.1,140908.13000000032,-0,-0,481.94
2006-12-14,480.25,482.12,short,482.186,279815.23000000033,-290,-139814.8,140000.43000000034,-0,-0,481.94
2006-12-15,482.64,480.3,short,481.4240000000001,279815.23000000033,-290,-139287,140528.23000000033,-0,-0,481.94
2006-12-18,482.51,462.8,short,477.198,279815.23000000033,-290,-134212,145603.23000000033,-0,-0,481.94
2006-12-19,461.72,468.63,short,474.56800000000004,279815.23000000033,-290,-135902.7,143912.53000000032,-0,-0,481.94
2006-12-20,470,462.9,short,471.35,279815.23000000033,-290,-134241,145574.23000000033,-0,-0,481.94
2006-12-21,464.18,456.2,short,466.166,279815.23000000033,-290,-132298,147517.23000000033,-0,-0,481.94
2006-12-22,457.5,455.58,short,461.22200000000004,279815.23000000033,-290,-132118.19999999998,147697.03000000035,-0,-0,481.94
2006-12-26,456.52,457.53,short,460.168,279815.23000000033,-290,-132683.69999999998,147131.53000000035,-0,-0,481.94
2006-12-27,460,468.03,buy,460.04799999999994,279815.23000000033,-290,-135728.69999999998,144086.53000000035,-0,-0,481.94
2006-12-28,467.12,462.56,buy,459.98,10.350000000355067,309,142931.04,142941.39000000036,-279804.88,-0,467.12
2006-12-29,462.1,460.48,short,460.83599999999996,10.350000000355067,309,142288.32,142298.67000000036,-0,-0,467.12
2007-01-03,466,467.59,buy,463.238,287998.3500000003,-309,-144485.31,143513.04000000033,287988,-0,466.0
2007-01-04,469,483.26,buy,468.384,32.35000000032596,305,147394.3,147426.6500000003,-287966,-0,469.0
2007-01-05,482.5,487.19,buy,472.216,32.35000000032596,305,148592.95,148625.30000000034,-0,-0,469.0
2007-01-08,487.69,483.58,buy,476.41999999999996,32.35000000032596,305,147491.9,147524.25000000032,-0,-0,469.0
2007-01-09,485.45,485.5,buy,481.424,32.35000000032596,305,148077.5,148109.85000000033,-0,-0,469.0
2007-01-10,484.43,489.46,buy,485.79799999999994,32.35000000032596,305,149285.3,149317.6500000003,-0,-0,469.0
2007-01-11,497.2,499.72,buy,489.09,32.35000000032596,305,152414.6,152446.95000000033,-0,-0,469.0
2007-01-12,501.99,505,buy,492.65200000000004,32.35000000032596,305,154025,154057.35000000033,-0,-0,469.0
2007-01-16,507.55,504.28,buy,496.79200000000003,32.35000000032596,305,153805.4,153837.75000000032,-0,-0,469.0
2007-01-17,503.39,497.28,short,499.14799999999997,32.35000000032596,305,151670.4,151702.75000000032,-0,-0,469.0
2007-01-18,494.52,487.83,short,498.822,301689.55000000034,-305,-148788.15,152901.40000000034,301657.2,-0,494.52
2007-01-19,487.98,489.75,short,496.828,301689.55000000034,-305,-149373.75,152315.80000000034,-0,-0,494.52
2007-01-22,492.5,480.84,short,491.996,301689.55000000034,-305,-146656.19999999998,155033.35000000036,-0,-0,494.52
2007-01-23,480.79,479.05,short,486.95,301689.55000000034,-305,-146110.25,155579.30000000034,-0,-0,494.52
2007-01-24,484.45,499.07,buy,487.308,301689.55000000034,-305,-152216.35,149473.20000000033,-0,-0,494.52
2007-01-25,501,488.09,buy,487.35999999999996,87.5500000003376,297,144962.72999999998,145050.28000000032,-301602,-0,501.0
2007-01-26,490.93,495.84,buy,488.578,87.5500000003376,297,147264.47999999998,147352.03000000032,-0,-0,501.0
2007-01-29,498,492.47,buy,490.904,87.5500000003376,297,146263.59,146351.14000000033,-0,-0,501.0
2007-01-30,494,494.32,buy,493.95799999999997,87.5500000003376,297,146813.04,146900.59000000035,-0,-0,501.0
2007-01-31,496.49,501.5,buy,494.4440000000001,87.5500000003376,297,148945.5,149033.05000000034,-0,-0,501.0
2007-02-01,506,481.75,short,493.17600000000004,87.5500000003376,297,143079.75,143167.30000000034,-0,-0,501.0
2007-02-02,482.61,481.5,short,490.308,286757.89000000036,-297,-143005.5,143752.39000000036,286670.34,-0,482.61
2007-02-05,477.5,467.16,short,485.246,286757.89000000036,-297,-138746.52000000002,148011.37000000034,-0,-0,482.61
2007-02-06,468.1,471.48,short,480.67800000000005,286757.89000000036,-297,-140029.56,146728.33000000037,-0,-0,482.61
2007-02-07,473.82,470.01,short,474.38,286757.89000000036,-297,-139592.97,147164.92000000036,-0,-0,482.61
2007-02-08,468.05,471.03,short,472.23600000000005,286757.89000000036,-297,-139895.91,146861.98000000036,-0,-0,482.61
2007-02-09,471.65,461.89,short,468.314,286757.89000000036,-297,-137181.33,149576.56000000038,-0,-0,482.61
2007-02-12,460.68,458.29,short,466.53999999999996,286757.89000000036,-297,-136112.13,150645.76000000036,-0,-0,482.61
2007-02-13,459.15,459.1,short,464.06399999999996,286757.89000000036,-297,-136352.7,150405.19000000035,-0,-0,482.61
2007-02-14,460,465.93,buy,463.24799999999993,286757.89000000036,-297,-138381.21,148376.68000000037,-0,-0,482.61
2007-02-15,466,461.47,buy,461.33600000000007,167.89000000036322,318,146747.46000000002,146915.35000000038,-286590,-0,466.0
2007-02-16,462.8,469.94,buy,462.946,167.89000000036322,318,149440.92,149608.81000000038,-0,-0,466.0
2007-02-20,468.47,472.1,buy,465.70799999999997,167.89000000036322,318,150127.80000000002,150295.69000000038,-0,-0,466.0
2007-02-21,469.84,475.86,buy,469.06000000000006,167.89000000036322,318,151323.48,151491.37000000037,-0,-0,466.0
2007-02-22,478.69,475.85,buy,471.04400000000004,167.89000000036322,318,151320.30000000002,151488.19000000038,-0,-0,466.0
2007-02-23,475.75,470.62,short,472.87399999999997,167.89000000036322,318,149657.16,149825.05000000037,-0,-0,466.0
2007-02-26,472.83,464.93,short,471.87199999999996,300887.77000000037,-318,-147847.74,153040.03000000038,300719.88,-0,472.83
2007-02-27,455,448.77,short,467.20599999999996,300887.77000000037,-318,-142708.86,158178.91000000038,-0,-0,472.83
2007-02-28,450.41,449.45,short,461.924,300887.77000000037,-318,-142925.1,157962.67000000036,-0,-0,472.83
2007-03-01,442.67,448.23,short,456.4,300887.77000000037,-318,-142537.14,158350.63000000035,-0,-0,472.83
2007-03-02,445.11,438.68,short,450.012,300887.77000000037,-318,-139500.24,161387.53000000038,-0,-0,472.83
2007-03-05,437.02,440.95,short,445.216,300887.77000000037,-318,-140222.1,160665.67000000036,-0,-0,472.83
2007-03-06,447.47,457.55,buy,446.97200000000004,300887.77000000037,-318,-145500.9,155386.87000000037,-0,-0,472.83
2007-03-07,462.69,455.64,buy,448.21000000000004,139.27000000036787,332,151272.47999999998,151411.75000000035,-300748.5,-0,462.69
2007-03-08,459.22,454.72,buy,449.508,139.27000000036787,332,150967.04,151106.31000000038,-0,-0,462.69
2007-03-09,458,452.96,buy,452.3639999999999,139.27000000036787,332,150382.72,150521.99000000037,-0,-0,462.69
2007-03-12,452.57,454.75,short,455.12399999999997,139.27000000036787,332,150977,151116.27000000037,-0,-0,462.69
2007-03-13,450.11,443.03,short,452.21999999999997,299012.3100000004,-332,-147085.96,151926.3500000004,298873.04000000004,-0,450.11
2007-03-14,443.23,448,short,450.692,299012.3100000004,-332,-148736,150276.3100000004,-0,-0,450.11
2007-03-15,447.86,446.19,short,448.986,299012.3100000004,-332,-148135.08,150877.23000000042,-0,-0,450.11
2007-03-16,445.65,440.85,short,446.564,299012.3100000004,-332,-146362.2,152650.1100000004,-0,-0,450.11
2007-03-19,443.25,447.23,buy,445.06000000000006,299012.3100000004,-332,-148480.36000000002,150531.9500000004,-0,-0,450.11
2007-03-20,445.79,445.28,short,445.51000000000005,333.01000000038766,338,150504.63999999998,150837.65000000037,-298679.3,-0.00000000005820766091346741,445.79
2007-03-21,445.3,456.55,buy,447.21999999999997,301355.8100000004,-338,-154313.9,147041.9100000004,301022.8,0.00000000005820766091346741,445.3
2007-03-22,455.61,462.04,buy,450.39000000000004,197.60000000041327,323,149238.92,149436.52000000043,-301158.21,0.00000000005820766091346741,455.61
2007-03-23,461.45,461.83,buy,454.58599999999996,197.60000000041327,323,149171.09,149368.6900000004,-0,-0,455.61
2007-03-26,460.55,465,buy,458.14,197.60000000041327,323,150195,150392.6000000004,-0,-0,455.61
2007-03-27,463.55,463.62,buy,461.808,197.60000000041327,323,149749.26,149946.86000000042,-0,-0,455.61
2007-03-28,461.87,461.88,short,462.87399999999997,197.60000000041327,323,149187.24,149384.8400000004,-0,-0,455.61
2007-03-29,464.55,460.92,short,462.65,300296.9000000004,-323,-148877.16,151419.74000000037,300099.3,-0.00000000005820766091346741,464.55
2007-03-30,462.1,458.16,short,461.916,300296.9000000004,-323,-147985.68000000002,152311.22000000035,-0,-0,464.55
2007-04-02,457.76,458.53,short,460.622,300296.9000000004,-323,-148105.19,152191.71000000037,-0,-0,464.55
2007-04-03,464.05,472.6,buy,462.418,300296.9000000004,-323,-152649.80000000002,147647.10000000036,-0,-0,464.55
2007-04-04,472.14,471.02,buy,464.246,15.86000000036438,313,147429.25999999998,147445.12000000034,-300281.04,-0.00000000005820766091346741,472.14
2007-04-05,471.3,471.51,buy,466.3639999999999,15.86000000036438,313,147582.63,147598.49000000037,-0,-0,472.14
2007-04-09,472.98,468.21,short,468.37399999999997,15.86000000036438,313,146549.72999999998,146565.59000000035,-0,-0,472.14
2007-04-10,467.09,466.5,short,469.968,292414.2000000003,-313,-146014.5,146399.7000000003,292398.33999999997,-0,467.09
2007-04-11,466.06,464.53,short,468.354,292414.2000000003,-313,-145397.88999999998,147016.31000000032,-0,-0,467.09
2007-04-12,464,467.39,short,467.628,292414.2000000003,-313,-146293.07,146121.1300000003,-0,-0,467.09
2007-04-13,468.45,466.29,short,466.584,292414.2000000003,-313,-145948.77000000002,146465.43000000028,-0,-0,467.09
2007-04-16,468.46,474.27,buy,467.796,292414.2000000003,-313,-148446.50999999998,143967.69000000032,-0,-0,467.09
2007-04-17,473.8,472.8,buy,469.05600000000004,79.60000000029686,304,143731.2,143810.8000000003,-292334.60000000003,0.00000000005820766091346741,473.8
2007-04-18,471.26,476.01,buy,471.35200000000003,79.60000000029686,304,144707.04,144786.6400000003,-0,-0,473.8
2007-04-19,474.5,471.65,short,472.204,79.60000000029686,304,143381.6,143461.2000000003,-0,-0,473.8
2007-04-20,490.52,482.48,buy,475.442,298315.76000000024,-304,-146673.92,151641.84000000023,298236.16,-0.00000000005820766091346741,490.52
2007-04-23,480.1,479.08,buy,476.404,173.66000000023632,317,151868.36,152042.02000000022,-298142.10000000003,0.00000000005820766091346741,480.1
2007-04-24,478.61,477.53,buy,477.35,173.66000000023632,317,151377.00999999998,151550.67000000022,-0,-0,480.1
2007-04-25,480,477.99,buy,477.746,173.66000000023632,317,151522.83000000002,151696.49000000025,-0,-0,480.1
2007-04-26,478.1,481.18,buy,479.65199999999993,173.66000000023632,317,152534.06,152707.72000000023,-0,-0,480.1
2007-04-27,480.07,479.01,buy,478.95799999999997,173.66000000023632,317,151846.16999999998,152019.83000000022,-0,-0,480.1
2007-04-30,479.15,471.38,short,477.418,173.66000000023632,317,149427.46,149601.12000000023,-0,-0,480.1
2007-05-01,472.19,469,short,475.712,299542.1200000002,-317,-148673,150869.12000000023,299368.46,-0.00000000005820766091346741,472.19
2007-05-02,468.65,465.78,short,473.2700000000001,299542.1200000002,-317,-147652.25999999998,151889.86000000025,-0,-0,472.19
2007-05-03,466.22,473.23,buy,471.67999999999995,299542.1200000002,-317,-150013.91,149528.21000000022,-0,-0,472.19
2007-05-04,470.12,471.12,buy,470.102,75.68000000022585,320,150758.4,150834.08000000022,-299466.44,-0,470.12
2007-05-07,472.14,467.27,short,469.28000000000003,75.68000000022585,320,149526.4,149602.08000000022,-0,-0,470.12
2007-05-08,466.13,466.81,short,468.842,298398.88000000024,-320,-149379.2,149019.68000000023,298323.2,-0,466.13
2007-05-09,466.15,469.25,short,469.53599999999994,298398.88000000024,-320,-150160,148238.88000000024,-0,-0,466.13
2007-05-10,467.04,461.47,short,467.184,298398.88000000024,-320,-147670.40000000002,150728.4800000002,-0,-0,466.13
2007-05-11,461.83,466.74,buy,466.308,298398.88000000024,-320,-149356.8,149042.08000000025,-0,-0,466.13
2007-05-14,465.48,461.78,short,465.21000000000004,26.20000000021537,321,148231.38,148257.58000000022,-298372.68,-0.00000000005820766091346741,465.48
2007-05-15,461.96,458,short,463.448,296604.52000000025,-321,-147018,149586.52000000025,296578.32,0.00000000005820766091346741,461.96
2007-05-16,462,472.61,buy,464.12,296604.52000000025,-321,-151707.81,144896.71000000025,-0,-0,461.96
2007-05-17,472.46,470.96,buy,466.01800000000003,372.10000000026776,306,144113.75999999998,144485.86000000025,-296232.42,-0,472.46
2007-05-18,472.03,470.32,buy,466.73400000000004,372.10000000026776,306,143917.91999999998,144290.02000000025,-0,-0,472.46
2007-05-21,469.53,470.6,buy,468.49799999999993,372.10000000026776,306,144003.6,144375.70000000027,-0,-0,472.46
2007-05-22,473,475.86,buy,472.07,372.10000000026776,306,145613.16,145985.26000000027,-0,-0,472.46
2007-05-23,480.82,473.97,buy,472.342,372.10000000026776,306,145034.82,145406.92000000027,-0,-0,472.46
2007-05-24,475.15,474.33,buy,473.0160000000001,372.10000000026776,306,145144.97999999998,145517.08000000025,-0,-0,472.46
2007-05-25,479.7,483.52,buy,475.65599999999995,372.10000000026776,306,147957.12,148329.22000000026,-0,-0,472.46
2007-05-29,485,487.11,buy,478.95799999999997,372.10000000026776,306,149055.66,149427.76000000027,-0,-0,472.46
2007-05-30,484.5,498.6,buy,483.506,372.10000000026776,306,152571.6,152943.70000000027,-0,-0,472.46
2007-05-31,500.56,497.91,buy,488.294,372.10000000026776,306,152360.46000000002,152732.5600000003,-0,-0,472.46
2007-06-01,501,500.4,buy,493.508,372.10000000026776,306,153122.4,153494.50000000026,-0,-0,472.46
2007-06-04,497.91,507.07,buy,498.218,372.10000000026776,306,155163.41999999998,155535.52000000025,-0,-0,472.46
2007-06-05,509.75,518.84,buy,504.56399999999996,372.10000000026776,306,158765.04,159137.14000000028,-0,-0,472.46
2007-06-06,516.75,518.25,buy,508.49399999999997,372.10000000026776,306,158584.5,158956.60000000027,-0,-0,472.46
2007-06-07,519.75,515.06,buy,511.924,372.10000000026776,306,157608.36,157980.46000000025,-0,-0,472.46
2007-06-08,516.2,515.49,buy,514.942,372.10000000026776,306,157739.94,158112.04000000027,-0,-0,472.46
2007-06-11,514.02,511.34,short,515.796,372.10000000026776,306,156470.03999999998,156842.14000000025,-0,-0,472.46
2007-06-12,508.71,504.77,short,512.982,311702.6200000002,-306,-154459.62,157243.00000000023,311330.51999999996,-0,508.71
2007-06-13,507.09,505.24,short,510.37999999999994,311702.6200000002,-306,-154603.44,157099.18000000023,-0,-0,508.71
2007-06-14,505.38,502.84,short,507.936,311702.6200000002,-306,-153869.03999999998,157833.58000000025,-0,-0,508.71
2007-06-15,508.19,505.89,short,506.01599999999996,311702.6200000002,-306,-154802.34,156900.28000000023,-0,-0,508.71
2007-06-18,506.18,515.2,buy,506.7879999999999,311702.6200000002,-306,-157651.2,154051.42000000022,-0,-0,508.71
2007-06-19,514.01,514.31,buy,508.6959999999999,212.5600000002305,300,154292.99999999997,154505.5600000002,-311490.06,-0,514.01
2007-06-20,516.96,509.97,buy,509.642,212.5600000002305,300,152991,153203.56000000023,-0,-0,514.01
2007-06-21,510.98,514.11,buy,511.896,212.5600000002305,300,154233,154445.56000000023,-0,-0,514.01
2007-06-22,516.42,524.98,buy,515.714,212.5600000002305,300,157494,157706.56000000023,-0,-0,514.01
2007-06-25,528.98,527.42,buy,518.158,212.5600000002305,300,158226,158438.56000000023,-0,-0,514.01
2007-06-26,532.73,530.26,buy,521.348,212.5600000002305,300,159078,159290.56000000023,-0,-0,514.01
2007-06-27,525,526.29,buy,524.6120000000001,212.5600000002305,300,157887,158099.56000000023,-0,-0,514.01
2007-06-28,524.88,525.01,short,526.792,212.5600000002305,300,157503,157715.56000000023,-0,-0,514.01
2007-06-29,526.02,522.7,short,526.3359999999999,315824.56000000023,-300,-156810,159014.56000000023,315612,-0,526.02
2007-07-02,525.49,530.38,buy,526.9280000000001,315824.56000000023,-300,-159114,156710.56000000023,-0,-0,526.02
2007-07-03,531.06,534.34,buy,527.744,374.92000000027474,294,157095.96000000002,157470.8800000003,-315449.63999999996,-0,531.06
2007-07-05,535.56,541.63,buy,530.8120000000001,374.92000000027474,294,159239.22,159614.14000000028,-0,-0,531.06
2007-07-06,541.25,539.4,buy,533.69,374.92000000027474,294,158583.6,158958.52000000028,-0,-0,531.06
2007-07-09,543,542.56,buy,537.662,374.92000000027474,294,159512.63999999998,159887.56000000026,-0,-0,531.06
2007-07-10,543.79,543.34,buy,540.254,374.92000000027474,294,159741.96000000002,160116.8800000003,-0,-0,531.06
2007-07-11,543.61,544.47,buy,542.28,374.92000000027474,294,160074.18000000002,160449.1000000003,-0,-0,531.06
2007-07-12,545.86,545.33,buy,543.0200000000001,374.92000000027474,294,160327.02000000002,160701.9400000003,-0,-0,531.06
2007-07-13,547.91,552.16,buy,545.572,374.92000000027474,294,162335.03999999998,162709.96000000025,-0,-0,531.06
2007-07-16,550.3,552.99,buy,547.658,374.92000000027474,294,162579.06,162953.98000000027,-0,-0,531.06
2007-07-17,555.04,555,buy,549.99,374.92000000027474,294,163170,163544.92000000027,-0,-0,531.06
2007-07-18,553.89,549.5,short,550.996,374.92000000027474,294,161553,161927.92000000027,-0,-0,531.06
2007-07-19,553.46,548.59,short,551.648,325809.4000000003,-294,-161285.46000000002,164523.9400000003,325434.48000000004,-0,553.46
2007-07-20,511.9,520.12,short,545.24,325809.4000000003,-294,-152915.28,172894.12000000032,-0,-0,553.46
2007-07-23,519.01,512.51,short,537.144,325809.4000000003,-294,-150677.94,175131.4600000003,-0,-0,553.46
2007-07-24,509.3,514,short,528.9440000000001,325809.4000000003,-294,-151116,174693.4000000003,-0,-0,553.46
2007-07-25,516.98,509.76,short,520.9960000000001,325809.4000000003,-294,-149869.44,175939.9600000003,-0,-0,553.46
2007-07-26,508.74,508,short,512.878,325809.4000000003,-294,-149352,176457.4000000003,-0,-0,553.46
2007-07-27,508.53,511.89,buy,511.23199999999997,325809.4000000003,-294,-150495.66,175313.7400000003,-0,-0,553.46
2007-07-30,512.92,516.11,buy,511.95200000000006,105.20000000036089,341,175993.51,176098.71000000037,-325704.19999999995,-0,512.92
2007-07-31,520.23,510,short,511.15200000000004,105.20000000036089,341,173910,174015.20000000036,-0,-0,512.92
2007-08-01,510.5,512.94,buy,511.788,348266.20000000036,-341,-174912.54,173353.66000000035,348161,-0,510.5
2007-08-02,513.72,511.01,short,512.39,477.76000000032946,336,171699.36,172177.12000000032,-347788.44,-0.00000000005820766091346741,513.72
2007-08-03,510.05,503,short,510.6120000000001,343231.36000000034,-336,-169008,174223.36000000034,342753.60000000003,-0.00000000005820766091346741,510.05
2007-08-06,503,510,buy,509.39,343231.36000000034,-336,-171360,171871.36000000034,-0,-0,510.05
2007-08-07,509.75,516.02,buy,510.59400000000005,169.61000000033528,337,173898.74,174068.35000000033,-343061.75,-0,509.75
2007-08-08,519.34,525.78,buy,513.162,169.61000000033528,337,177187.86,177357.47000000032,-0,-0,509.75
2007-08-09,520.8,514.73,buy,513.9060000000001,169.61000000033528,337,173464.01,173633.62000000034,-0,-0,509.75
2007-08-10,510.18,515.75,short,516.4559999999999,169.61000000033528,337,173807.75,173977.36000000034,-0,-0,509.75
2007-08-13,519.54,515.5,short,517.5559999999999,350339.5700000003,-337,-173723.5,176616.0700000003,350169.95999999996,-0,519.54
2007-08-14,515.72,508.6,short,516.072,350339.5700000003,-337,-171398.2,178941.3700000003,-0,-0,519.54
2007-08-15,509,497.55,short,510.42600000000004,350339.5700000003,-337,-167674.35,182665.2200000003,-0,-0,519.54
2007-08-16,492.02,491.52,short,505.784,350339.5700000003,-337,-165642.24,184697.3300000003,-0,-0,519.54
2007-08-17,497.44,500.04,short,502.642,350339.5700000003,-337,-168513.48,181826.0900000003,-0,-0,519.54
2007-08-20,502.46,497.92,short,499.12600000000003,350339.5700000003,-337,-167799.04,182540.5300000003,-0,-0,519.54
2007-08-21,498.94,506.61,buy,498.72799999999995,350339.5700000003,-337,-170727.57,179612.0000000003,-0,-0,519.54
2007-08-22,509.96,512.75,buy,501.76800000000003,507.01000000032946,349,178949.75,179456.76000000033,-349832.56,0.00000000005820766091346741,509.96
2007-08-23,516,512.19,buy,505.90200000000004,507.01000000032946,349,178754.31000000003,179261.32000000036,-0,-0,509.96
2007-08-24,512.61,515,buy,508.89400000000006,507.01000000032946,349,179735,180242.01000000033,-0,-0,509.96
2007-08-27,514.43,513.26,buy,511.9620000000001,507.01000000032946,349,179127.74,179634.75000000032,-0,-0,509.96
2007-08-28,511.53,506.4,short,511.91999999999996,507.01000000032946,349,176733.6,177240.61000000034,-0,-0,509.96
2007-08-29,507.84,512.88,buy,511.946,354979.3300000003,-349,-178995.12,175984.2100000003,354472.32,-0.00000000005820766091346741,507.84
2007-08-30,512.36,511.4,short,511.788,426.2100000002829,343,175410.19999999998,175836.41000000027,-354553.12,-0,512.36
2007-08-31,513.1,515.25,buy,511.838,352412.8100000003,-343,-176730.75,175682.0600000003,351986.60000000003,-0.00000000005820766091346741,513.1
2007-09-04,515.02,525.15,buy,514.216,139.1300000002957,341,179076.15,179215.2800000003,-352273.68,-0,515.02
2007-09-05,523.4,527.8,buy,518.4959999999999,139.1300000002957,341,179979.8,180118.93000000028,-0,-0,515.02
2007-09-06,529.36,523.52,buy,520.624,139.1300000002957,341,178520.32,178659.4500000003,-0,-0,515.02
2007-09-07,517.86,519.35,short,522.214,139.1300000002957,341,177098.35,177237.4800000003,-0,-0,515.02
2007-09-10,521.28,514.48,short,522.06,355652.09000000026,-341,-175437.68,180214.41000000027,355512.95999999996,-0,521.28
2007-09-11,516.99,521.33,buy,521.296,355652.09000000026,-341,-177773.53000000003,177878.56000000023,-0,-0,521.28
2007-09-12,520.53,522.65,buy,520.266,130.10000000029686,342,178746.3,178876.40000000029,-355521.99,-0,520.53
2007-09-13,524.06,524.78,buy,520.518,130.10000000029686,342,179474.75999999998,179604.86000000028,-0,-0,520.53
2007-09-14,523.2,528.75,buy,522.3979999999999,130.10000000029686,342,180832.5,180962.6000000003,-0,-0,520.53
2007-09-17,526.53,525.3,buy,524.5620000000001,130.10000000029686,342,179652.59999999998,179782.70000000027,-0,-0,520.53
2007-09-18,526.52,535.27,buy,527.3499999999999,130.10000000029686,342,183062.34,183192.4400000003,-0,-0,520.53
2007-09-19,539.27,546.85,buy,532.1899999999999,130.10000000029686,342,187022.7,187152.8000000003,-0,-0,520.53
2007-09-20,547,552.83,buy,537.8,130.10000000029686,342,189067.86000000002,189197.9600000003,-0,-0,520.53
2007-09-21,556.34,560.1,buy,544.0699999999999,130.10000000029686,342,191554.2,191684.3000000003,-0,-0,520.53
2007-09-24,561,568.02,buy,552.6139999999999,130.10000000029686,342,194262.84,194392.9400000003,-0,-0,520.53
2007-09-25,564,569,buy,559.36,130.10000000029686,342,194598,194728.1000000003,-0,-0,520.53
2007-09-26,570.4,568.16,buy,563.622,130.10000000029686,342,194310.72,194440.8200000003,-0,-0,520.53
2007-09-27,571.73,567.5,buy,566.5559999999999,130.10000000029686,342,194085,194215.1000000003,-0,-0,520.53
2007-09-28,567,567.27,short,567.99,130.10000000029686,342,194006.34,194136.4400000003,-0,-0,520.53
2007-10-01,569.97,582.55,buy,570.896,389989.5800000003,-342,-199232.09999999998,190757.48000000033,389859.48000000004,-0.00000000005820766091346741,569.97
2007-10-02,583.38,584.39,buy,573.9739999999999,291.74000000031083,326,190511.13999999998,190802.8800000003,-389697.84,0.00000000005820766091346741,583.38
2007-10-03,586.25,584.02,buy,577.146,291.74000000031083,326,190390.52,190682.2600000003,-0,-0,583.38
2007-10-04,585.09,579.03,short,579.452,291.74000000031083,326,188763.78,189055.5200000003,-0,-0,583.38
2007-10-05,587.11,594.05,buy,584.808,383087.4600000003,-326,-193660.3,189427.16000000032,382795.72000000003,-0.00000000005820766091346741,587.11
2007-10-08,595,609.62,buy,590.222,502.460000000312,317,193249.54,193752.00000000032,-382585,-0,595.0
2007-10-09,615.11,615.18,buy,596.3799999999999,502.460000000312,317,195012.06,195514.5200000003,-0,-0,595.0
2007-10-10,621.36,625.39,buy,604.6539999999999,502.460000000312,317,198248.63,198751.09000000032,-0,-0,595.0
2007-10-11,633.64,622,buy,613.2479999999999,502.460000000312,317,197174,197676.4600000003,-0,-0,595.0
2007-10-12,623.98,637.39,buy,621.9159999999999,502.460000000312,317,202052.63,202555.09000000032,-0,-0,595.0
2007-10-15,638.47,620.11,short,624.014,502.460000000312,317,196574.87,197077.3300000003,-0,-0,595.0
2007-10-16,618.49,616,short,624.178,392625.12000000034,-317,-195272,197353.12000000034,392122.66000000003,-0,618.49
2007-10-17,630.45,633.48,buy,625.796,392625.12000000034,-317,-200813.16,191811.96000000034,-0,-0,618.49
2007-10-18,635.41,639.62,buy,629.3199999999999,577.1500000003434,300,191886,192463.15000000034,-392047.97,-0,635.41
2007-10-19,654.56,644.71,buy,630.784,577.1500000003434,300,193413,193990.15000000034,-0,-0,635.41
2007-10-22,638.67,650.75,buy,636.912,577.1500000003434,300,195225,195802.15000000034,-0,-0,635.41
